filename,gt,crnn_pred,tess_pred
01914,ឡើងស័កៈពេលព្រឹកគេនិមន្ត,ឡើងស៏កៈពេលព្រឹកគេនិមន្ត,(ម្វិដស៍ក:(៣៧ក្រីក(កនិបន្ត
01915,ទៀត ។ តើ ប្រទេស,ទៀត ។ តើ ប្រទេស,ទៀត ។ តើ ប្រទេស
01916,លំនាំ មួយ ហៅ ថា ផល,លំនាំ មួយ ហៅ ថា ផល,លំនាំ មួយ ហៅ ថា នល
01917,អាចម៍អណ្ដើក,អាចម៍អណ្តើក,អាចម័អណ្តើក
01918,អម្ភោធិ,អម្ភោធិ,រធ្កោនិ
01919,យុត្តិធម៍៥-ក្រសួង,យុត្តិធម៌៥-ក្រសួង,យុត្តិៗ%២-ក្រយួង៤
01920,ពណ៌សតំណាង,ពណីសតំណាង,ពណីសភំណាន៍
01921,ចិត្រមូលភ្លើង,ចិត្រមូលភ្លើង,ចំត្រសូល(គ្ហិង
01922,?អាពាហ៏ពិពាហ៏គឺជាការផ្សំ,?អាពាហ៍ពិពាហ៏គឺបាការផ្សំ,?ររាពាហ៏ពិពាហ៏គីជាការជំ
01923,ទី៤៖,ទី៤៖,ទី៤៖
01924,ជើងក្រាស,ជើងក្រាស,ជើនក្រាស
01925,សម្មា --,សម្មា --,សម្មា --
01926,នានា,នានា,នានា
01927,មាន ការបែកបាក់ សាមគ្គីភាព,មាន ការបែកបាក់ សាមត្តិភាព,មាន ការសកបារ់ សាមន្ថិកា4?
01928,សត្វ ព្រៃ ដោយសារ អាកាសធាតុ ក្តៅ សើម   ដែល ប្រហាក់ប្រហែល និង អាកាសធាតុ អេក្វាទ័រ ។ រ៉ែ,ឺ្រវន២យក ពសម៖ំង កែរពែរកសំ,. គ្នព្រៃដោយសារៈអាកាសធាតុ.ត្តៅ“សើម  ដែលប្រហាក់ប្រហែល:និង'អាកាសចធាតុ អេក្វាទ័រ ។
01929,អរិយធម៍ ខ្មែរ ?,អរិយធម៍ ខ្មែរ ?,%9ំយៗ។ (ខ9 ?
01930,ខ្សាយ ស្អាត គួរសម ដែល អាច កំសាន្ត បាន ដោយ សេរី ។ ចូរ,ឍួះ ពូកគច៍ទេបស់ព្នេលថាយនសី ។,ខាយ សាត គួរសម ដែល អាច កំសាន្ត បាន ដោយ សេរី។ ច្ច ក
01931,ដីលែង,ដីលែង,ខយ
01932,ក្រចៅ,ក្រចៅ,ក្រចា
01933,ខ្លាច គ្រប់ ទិសទី ។,ខ្លាច គ្រប់ ទិសទី ។,ខ្លាចគ្រប់ ទិសទី ។
01934,អ្វីដែល,អ្វីដែល,អ្វីនែល
01935,ដូច ក្នុង ពិធី ដណ្តឹង ដែរ ។ ពេល ស្តី ដណ្តឹង   គេ កំណត់ ភស្តុភារ, អ្អិំល្សំន ្ អំ ំរពន ពន,- / ក្នងពិធីដណ្តឹងដែរ ។:ពេល ស្ព័ ដណ្តឹង គេ កំណត់ ភស្ត/
01936,ងាយ វិទ្យាសាស្ត្រ,ងាយ វិទ្យាសាស្ត្រ,យាយ វិទ្យាសាស្ត្រ
01937,ទៀប,ទៀប,(ទិ)
01938,ជានិម្មិតរួបនៃស្រទាប់,ជានិម្មិតរួបនៃស្រទាប់,ដានិខ្វិតរូប?&ក្រទាប
01939,និង អព្យាក្រឹតភាព ការបង្កើត សន្ធិសញ្ញា មិត្តភាព   និង សហប្រតិបត្តិការ ការបង្កើត,ផ្លំរេសនុម្ចកុន នេចំុំកុំ,និង អព្យាក្រឹតភាព ការបង្កើត សន្ធិសញ្ញា មិត្តភាព និង សហប្រតិបត្តិការ ការបង្កើត
01940,បង្កាច់,បង្កាច់,បង្កាម់
01941,កោះ បាលី   ២៤   កុម្ភៈ,កោះ បាលី   ២៤   កម្តៈ,កោះបាលី ២៤ កុម្ភៈ
01942,ឆ្នៃ,ឆ្នៃ,ឆ្ន
01943,តែសំបកខ្លួនវគ្គ,តែសំបកខ្លួនវគ្គ,តែសំបកខ្លួនវគ្គ
01944,  គំនរ រថយន្ត ចាស់ ៗ   សំបក កំប៉ុង ធ្វើ ពី លោហៈ អាច យកមក,តំមេមេកអស់ៈ គំអ់៉ុម្ីលយ អោយាន,_គ៌ំនរ រថយន្ត ចាស់ ៗ សំបក កំប៉ុង ធ្វើពី លោហៈ អាច យកមក
01945,បាន ទទួល ផល ធ្វើ ល្អ បាន ល្អ,បាន ទទួល ផល ធ្វើ ល្អ បាន ល្ឍ,
01946,អន្តរីប,អន្តរីប,អនរប
01947,វាចាល,វាចាល,ចាល
01948,ទេ?មុន,ទេ?មុន,ទេ?មុន
01949,ពី គ្រឿង ឥស្សរយ ស របស់ សម្តេច មាន,ពី ភ្លើង វស្សយ ស បស់ សម្តេច មាន,ពី គ្រឿង ឥស្សរយ ស របស់ សម្តេច មាន
01950,។-បណ្ឌុសីហៈគឺជា,។-បណ្ឌសីហៈគឺជា,/-បញ្ហាយិហ:គីជា
01951,ពេលក្រសាលឧទ្យាន,ពេលក្រសាលឧទ្យាន,មទោលត្រសាលខឌ្យាន
01952,។ តើ អធិរាជ សម្លេង មាស,។ តើ អធិរាជ សម្លេង មាស,ៗ ភើ អធិរាជ សម្លេង យាស
01953,ពី មហាសន្និបាត នេះ   គឺ បញ្ចូន,ពី មហាស ្លិចាន នេះ   គ មហូន,ពីមហាសន្និបាត នេះ គឺ បញ្ចូន
01954,មកពីការវិនិយោគអំណោយនិង,មកពីការវីនិយោគអំណោយនិង,២កកិកានទខិនំ(0ាគ<ំ(ណាយនំ
01955,ភើ,ភើ,(គិ
01956,ខាទនីយាហារ,ខាទនីយាហារ,ខាទនីយាហារ
01957,អាម,អាម,<2)=២
01958,  ឬ អង្គការ បាន ត្រូវ គេ ចោទ,  ឬ អង្គករ បាន តរវ គេ ចោទ,ឬ អង្គការ បាន ត្រូវ គេ ចោទ
01959,នត្តា,នត្តា,នត្ថា
01960,ដៃ បឹង ទន្លេ សាបមានៈ ក . ផ្នែក ខាងឆ្វេងមានៈ   ស្ទឹង ស្រែង   ស្ទឹង សៀមរាប,នំនួបរជៈ អ្តកបមុនៈ ផ៉បង ្ំម្ត,ដៃបឹង ទន្លេ សាបមានៈ ក . ផ្នែក ខាងឆ្វេងមានៈ ស្ទឹង ស្រែង ស្ទឹង សៀមរាប
01961,សម្ពន្ធ,សម្ពន្ធ,សនំ
01962,ត្រឹមត្រូវ និង យុត្តិធម៌ ។   មាន នីតិអាជ្ញា គ្រប់គ្រង ច្បាប់ មាន តុលាការ,ន មនិចក័ន នើ ក្ក្ស្សេ?,-តឺបត្រូវ និត យុត្តិធម៌'។ មាន នីតិអាជ្ញា គ្រប់គ្រង ច្បាប់ មាន តុលាកា
01963,ចម្ការ   គេ និយម ចូលចិត្ត រាប់អាន   ជាពិសេស គឺ,ថល   គិយ មលសក ប ន ើលើប់,| គេនិយម ចូលចិត្ត រាប់អាន ជាពិសេស (
01964,អបាយ,អបាយ,ប៉ាយ
01965,អបរាធ,អបរាធ,បាន
01966,មានសិ្ថរភាព,មានស្ថិរភាព,មានស្ថិរភាព
01967,ដើម ។,ដើម ។,នើម
01968,ណា?ប្រាសាទ,ណា?ប្រាសាទ,ណា?(្រាសាទ
01969,ទេ?,ទេទ,ខេ
01970,បុគ្គល ឲ្យ ទទួល ជោគជ័យ,បុគ្គល ឲ្យ ទួល ជោគជ័យ,អុគ្គល / $នួល ណ៍គជ័យ
01971,មហាសេដ្ឋីចិន-Jack,មហាសេដ្ឋីចិន-:៦C6,២ហាសេដ្មីធិន -.8០|«
01972,នេះហើយដែលធ្វើឱ្យវប្បធម៌-,នេះហើយដែលធ្វើឱ្វប្បធម-,នេះហើយនែលន្ងើឲ្យ/វប្បនន-
01973,  វ័យ ចាស់ ជាង   ឋានៈ ធំ ជាង   ឬ,  យ ាស់ បាង  ាះ ចំជាង ឬ,_វ័យចាស់ជាង ឋានៈធំជាង ឬ
01974,ធាតុ ដើម   ប្រភព ថាមពល,ធាតុ ដើម   ប្រភព ថាមពល,ធាតុដើម ប្រភព ថាមពល .
01975,និយម ។,និយម ។,និយម ។
01976,វាចិកហារក,វាចិកហារក,វាចិកហារក
01977,អ្វី ខ្លះ ដែល នាំអោយ អរិយធម៍ អង្គរ ធ្លាក់ចុះ ?,ទីទ្លែ នំាយ ើល់ ម្ ធ្ា សុ ,អ្វីខ្លះ ដែល នាំអោយ អរិយធម៍ អង្គរ ធ្លាក់ចុះ ?
01978,ដែនដីដែលបន្សល់ទុកពីដូនតា,ដែនដីដែលបន្យល់ទុកដីដូនតា,នែនដីវដលបន្សលទុកពីអ៉ូនភា
01979,បូជនកិច្ច,បូជនកិច្ច,បូជនកិច្ច
01980,ជ្រាយ,ជ្រាយ,នាយ
01981,ស្បែប,ស្បែប,សប
01982,ឬ ហេតុផល ជំរុញ និង គំនិត,ឬ ហេតុផល ជំរុញ និង គំនិត,ឬ ហេរុជល មំរ៉ុញ្ញ និន គំនិត
01983,ល្អិន,ល្អិន,លិន
01984,អនាគាមា,អនាគាមា,អនានាមា
01985,ជនក្រីក្រនិងជនងាយរងគ្រោះ(,ជនក្រត្រនិងជនងាយរងគ្រោះ(,ដននក្រីត្រន៤ជ&ន៣@យរណ្រោះ(
01986,ជាតិ ។,ជាតិ ។,ជាភិ ។
01987,; ដែល ឥត ទោស ។ ន,: ដែល ឥត ទោស ។ ន,: ល នគ ទាស ។ &
01988,សាសនា។ហេតុអ្វីបានជាមនុស្ស,សាសនា។ហេតុរ្វីបានជាមនុស្ស,/សាសនា។ណាតុ‹អ្វីប៉ា& ដាមនុស្ស់
01989,ឆត្រ,ឆត្រ,ឆត្រ
01990,ព្រះវិស្ណុកសាងនៅឆ្នាំ១១១៣,ព្រះវិ្លុកសាងនៅឆ្នាំ១១៣,(្រាះវ៉ិស្តុភាសាន៍នៅឆ្នាំ ១១១៣2
01991,អាច ម៏ ផ្កាយ ។,អាច ម៏ ផ្កាយ ។,ច ទី ឆាយ ។
01992,ធំ បំផុត ។ តើ ម្តាយ ឪពុក   ឬ,ធ៏ បំផុត ។ តើ ម្តាយ ឪពក  ឬម,ចឺ ប័ផុត ។:តើ ម្តាយ ឌ្ធពុក ឬ
01993,លោហៈ ។ តើ ត្បូង រតនគិរី   ត្បូង ទទឹម,ណោ តើ ចួប តី  លង ទំ,“:លោហ:4។.តើ ត្បូង រតនគិរី ត្បូង ទទឹម
01994,ឆ្លាក់,ឆ្លាក់,ធ្លាក់
01995,ទទួលបាននូវការអភិវឌ្ឍ,ទទួលបានូវការអភិវឌ្ឃ,#ទ្វលជានន្ធ?ការអភិះឌ្ឍ
01996,ន័យ ថា : ភ្លើង ទៀន,ន័យ ថា : ភ្លើង ទៀន,ន៍យ ថា (និ)
